Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Kyrgyz Republic,KGZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,10.74198875,24.82981805,42.23224718,65.30377271,85.22197941,98.89869621,116.1691884,124.1795305,121.4498189,134.4608681
Kyrgyz Republic,KGZ,Internet users (per 100 people),IT.NET.USER.P2,10.53380134,12.306907,14.03,15.7,16,16.3,17.5,19.8,23,28.3
Kyrgyz Republic,KGZ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,38.5,36.29999924,34.5,34,..,..,..,30.10000038,31.70000076,..
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,476.1624057,591.3647725,710.9803378,900.4995535,947.9555257,1147.095387,1300.979602,1445.86945,1700.987378,1793.470494
Lao PDR,LAO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,11.35500253,17.12308321,24.58574175,32.93844548,51.6059112,62.59497573,84.04519396,64.70225602,68.13586427,66.99333256
Lao PDR,LAO,Internet users (per 100 people),IT.NET.USER.P2,0.85035749,1.169893428,1.64,3.55,6,7,9,10.74767619,12.5,14.26
Lao PDR,LAO,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,71.30000305,..,..,..,..
Latin America & Caribbean (all income levels),LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,5095.895452,5905.406427,6889.733558,7904.930649,7339.669272,8976.677101,10052.655,9992.55635,10121.0713,9869.902782
Latin America & Caribbean (all income levels),LCN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,42.89606816,53.97063599,66.55705582,79.23494405,87.43562093,96.36835584,104.9329815,109.435113,114.5115258,114.7214273
Latin America & Caribbean (all income levels),LCN,Internet users (per 100 people),IT.NET.USER.P2,16.62978984,20.75263406,23.70293508,26.50047906,31.03408002,34.71039938,39.34957815,43.35327777,46.54419485,50.15332042
Latin America & Caribbean (all income levels),LCN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,17.57552508,17.04735377,15.64743373,15.13964071,15.69143587,..,15.28248486,14.54922585,14.18257402,..
Latin America & Caribbean (developing only),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,4741.89182,5472.415295,6367.303265,7220.475222,6626.542766,8183.525996,9361.445042,9063.909881,9166.0277,9091.340195
Latin America & Caribbean (developing only),LAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,40.54419861,49.76525172,61.51671114,74.47056781,82.57940287,91.76354983,100.7751939,104.9757734,110.6301748,111.3287866
Latin America & Caribbean (developing only),LAC,Internet users (per 100 people),IT.NET.USER.P2,16.11601504,20.42157638,23.10431277,25.79668911,30.11210334,33.13786129,37.68222489,41.04777612,43.93749097,47.46603333
Latin America & Caribbean (developing only),LAC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,19.73457789,19.06609123,17.50972019,16.89022037,17.67206822,..,17.09533375,16.3161071,16.00223386,..
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,7550.142187,9651.70304,14019.37858,16323.76528,12207.58707,11319.517,13781.20979,13775.26158,15025.80932,15719.24202
Latvia,LVA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,84.02031102,99.37820811,102.3002948,107.4991886,109.0545685,110.3123196,111.3637843,127.6857527,124.7611955,124.1970672
Latvia,LVA,Internet users (per 100 people),IT.NET.USER.P2,46,53.63,59.17,63.41,66.84,68.42,69.74995456,73.11994377,75.2344,75.83
Latvia,LVA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,11.60000038,10.89999962,9.699999809,7.699999809,8.5,8.300000191,8.699999809,8.100000381,7.800000191,7.300000191
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,442.8518184,505.3795613,592.1264508,710.0514644,683.4737393,750.2079153,835.1827561,864.4943047,897.6187609,952.8938251
Least developed countries: UN classification,LDC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.98365434,9.121220811,15.06777953,21.63473382,26.47540811,33.43446897,42.62119165,49.03499329,56.34406728,63.14595523
Least developed countries: UN classification,LDC,Internet users (per 100 people),IT.NET.USER.P2,0.784261368,1.126710965,1.955537196,2.185471911,2.792694383,4.471246994,5.062680032,5.937297992,7.146266945,8.63639215
Least developed countries: UN classification,LDC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,5339.42388,5372.475056,6015.802129,7015.605178,8403.109316,8763.795964,9132.434202,9729.282193,9870.486278,10057.88836
Lebanon,LBN,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,24.92075854,27.11958337,30.43615738,34.08910658,56.28348894,65.96644347,77.19001676,80.80708333,80.56367407,88.34778452
Lebanon,LBN,Internet users (per 100 people),IT.NET.USER.P2,10.14,15,18.74,22.53,30.14,43.68,52,61.24978572,70.5,74.7
Lebanon,LBN,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,710.5209789,736.3911957,816.8495889,826.8315384,859.8280659,1087.98277,1241.205706,1158.804222,1064.828322,1034.185288
Lesotho,LSO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.97020943,18.44519698,24.66811263,30.07891192,33.21820036,49.15315236,60.72157105,75.30007872,86.30152835,101.8983929
Lesotho,LSO,Internet users (per 100 people),IT.NET.USER.P2,2.580245484,2.979708187,3.44543126,3.58,3.72,3.86,4.2248,4.58961763,5,11
Lesotho,LSO,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,12.10000038,..,..,..,..,..,..
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,168.2067267,178.4531394,209.8116109,231.4432221,302.2760708,326.6044381,378.8140624,414.1851554,453.339457,457.8585865
Liberia,LBR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,4.893286594,8.272298053,15.9839014,23.26963112,28.39406088,39.69964553,49.52909493,56.79362644,59.40217188,73.35344914
Liberia,LBR,Internet users (per 100 people),IT.NET.USER.P2,..,..,0.551376581,0.53,2,2.3,2.5,2.6,3.2,5.41
Liberia,LBR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,47.59999847,..,..,46.5,..,..,..,..
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,8158.889554,9304.308502,11219.43296,14231.60089,10151.64587,11933.77926,5517.779569,13035.1922,10454.79255,6573.386737
Libya,LBY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,35.74971624,69.06848267,77.82628758,125.5633801,159.8519698,180.4452926,163.847587,155.7690861,165.0449946,161.1206099
Libya,LBY,Internet users (per 100 people),IT.NET.USER.P2,3.917787977,4.301051789,4.721999379,9,10.8,14,14,..,16.5,17.76
Libya,LBY,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,104995.9855,113830.0286,129870.1857,142254.6916,125107.6711,140101.9673,157092.9694,149160.7581,..,..
Liechtenstein,LIE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,79.16810593,82.09146968,90.66783732,95.55393176,97.62628657,98.28349945,101.5994284,98.42863378,104.0677048,104.3179007
Liechtenstein,LIE,Internet users (per 100 people),IT.NET.USER.P2,63.37135615,64.21416136,65.08021844,70,75,80,85,89.4077,93.8,95.21
Liechtenstein,LIE,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,7863.162009,9240.642548,12297.91535,14961.56818,11837.39103,11988.75797,14367.20932,14342.52348,15692.01291,16506.86425
Lithuania,LTU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,132.4531715,145.6770199,153.9793573,159.7881851,159.9465566,159.3953899,162.221828,165.055831,151.3449586,147.0432509
Lithuania,LTU,Internet users (per 100 people),IT.NET.USER.P2,36.22,43.9,49.9,55.22,59.76,62.12,63.6399774,67.22998933,68.4529,72.13
Lithuania,LTU,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.19999981,13.69999981,11.10000038,7.900000095,8.899999619,8.699999809,8.300000191,8.800000191,8.399999619,9
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,1665.114666,1933.999395,2352.521602,2754.784159,2724.642909,3279.664671,3792.008687,3959.550207,4151.396786,4275.584267
Low & middle income,LMY,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,21.66010195,29.05080487,37.73501408,47.66218536,56.67887014,66.98337852,76.38963068,81.09851518,86.24100733,89.79338911
Low & middle income,LMY,Internet users (per 100 people),IT.NET.USER.P2,6.586717214,8.157473902,10.59758948,13.45554324,16.25898539,19.7212242,22.71606634,25.62453559,28.26738652,31.13658974
Low & middle income,LMY,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,28.58473687,..,..,..,..,24.98117777,..,..,..,..
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,315.3559423,342.2691381,397.4369215,466.5403937,477.5670385,503.9640164,550.6181099,581.2263937,614.4642798,640.8066271
Low income,LIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.85204784,6.677801285,11.28376704,17.45576543,22.36257947,29.07801336,37.31119002,43.83301971,50.96161392,57.24681249
Low income,LIC,Internet users (per 100 people),IT.NET.USER.P2,0.952651405,1.205747811,1.403795664,1.904432057,2.374505632,3.288190052,3.724134164,4.40535045,5.60791374,6.290986625
Low income,LIC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,852.1255743,994.5927217,1206.691299,1321.494226,1337.786077,1671.921615,1840.257199,1886.683942,1929.771588,2002.636815
Lower middle income,LMC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,12.93400824,21.1856709,30.66306766,42.49241606,53.84766905,67.55101347,77.68659278,80.19611776,83.31647688,87.06385393
Lower middle income,LMC,Internet users (per 100 people),IT.NET.USER.P2,3.674567946,4.639559334,5.868667167,7.346945527,8.674788902,11.80798858,14.42506271,17.15350976,19.54178772,22.55515145
Lower middle income,LMC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,49.79659163,..,..,..,..,46.05810231,..,42.51393303,43.98015211,..
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,79494.20627,88680.23803,104841.4436,112851.4601,101221.81,103267.2765,113239.561,105447.0932,113726.639,116664.2625
Luxembourg,LUX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,111.3909232,152.9357005,143.7137566,145.0821859,144.5446442,143.1426406,148.1506658,145.3599468,148.6426713,148.3714353
Luxembourg,LUX,Internet users (per 100 people),IT.NET.USER.P2,70,72.51,78.92,82.23,87.31,90.62,90.02985856,91.94992374,93.7765,94.67
Luxembourg,LUX,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,1.799999952,1.799999952,1.799999952,1.700000048,1.299999952,1,1.100000024,1.200000048,1.399999976,1.299999952
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,25189.66799,30368.78652,36620.23463,40867.55578,40876.51527,53045.98951,67012.96343,77078.82118,90331.81913,96038.05072
"Macao SAR, China",MAC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,113.800948,132.6253418,161.052988,183.7526205,198.8777206,209.9151556,247.7116047,289.7820156,304.0821011,322.5915365
"Macao SAR, China",MAC,Internet users (per 100 people),IT.NET.USER.P2,34.86292717,46.4,47.327,49.24,54,55.198,60.20369672,61.31,65.8,69.78
"Macao SAR, China",MAC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,0.100000001,0.200000003,0.100000001,0.200000003,0.400000006,0.200000003,0.200000003,0.200000003,..,0
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,3063.595426,3351.30259,4063.74594,4821.540575,4566.341332,4561.177546,5079.962079,4709.511628,5195.283488,5455.594889
"Macedonia, FYR",MKD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,54.11398038,60.36108494,85.5869447,93.74690592,92.50951414,102.4359533,105.1967071,106.1686238,106.1738133,109.1001663
"Macedonia, FYR",MKD,Internet users (per 100 people),IT.NET.USER.P2,26.45,28.62,36.3,46.04,51.77,51.9,56.7,57.44994731,65.24,68.06
"Macedonia, FYR",MKD,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,19.5,19.20000076,17.39999962,18.89999962,..,..,18.10000038,16.60000038,18.10000038,18
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,275.5158271,292.9908931,379.067252,472.3791008,417.1783092,414.1427872,456.3293071,444.9584938,462.9739991,449.4008297
Madagascar,MDG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,2.789819618,5.555513652,11.44808924,24.26502318,30.65911646,36.5839289,40.04243013,39.37666576,36.90806976,38.21891025
Madagascar,MDG,Internet users (per 100 people),IT.NET.USER.P2,0.567721802,0.607552239,0.65,1.65,1.63,1.7,1.9,2.3,3,3.7
Madagascar,MDG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,82,..,..,..,..,..,..,75.30000305,..,..
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,216.1146186,237.6982592,270.241146,307.5778976,351.0797566,365.5165695,369.6043472,270.0875313,239.8697314,255.0445696
Malawi,MWI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,3.258578544,4.660239481,7.662757357,10.66389819,17.05611988,20.763471,25.56405677,29.2138369,32.33015944,30.4977722
Malawi,MWI,Internet users (per 100 people),IT.NET.USER.P2,0.384489334,0.42513749,0.965864737,0.7,1.07,2.26,3.33,4.3506,5.05,5.83
Malawi,MWI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,64.09999847,..
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,5564.173231,6194.671905,7240.681967,8486.599333,7312.008314,9069.041757,10427.75605,10834.65908,10973.65594,11307.06495
Malaysia,MYS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,75.62840062,73.93037394,87.07077496,101.5040904,108.4694083,119.7442976,127.477801,141.3296962,144.7153167,148.8298489
Malaysia,MYS,Internet users (per 100 people),IT.NET.USER.P2,48.62917025,51.63798899,55.7,55.8,55.9,56.3,61,65.8,66.97,67.5
Malaysia,MYS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.60000038,14.60000038,14.80000019,14,13.5,13.30000019,11.5,12.60000038,12.69999981,12.19999981
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,3488.493776,4428.522901,5002.862293,5850.203317,6017.583859,6330.794983,6497.550446,6529.978071,7100.915779,7635.484151
Maldives,MDV,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,68.42621717,89.50813176,101.719445,138.8041154,143.2052806,151.783883,159.7911219,165.6257202,181.1940074,189.3831136
Maldives,MDV,Internet users (per 100 people),IT.NET.USER.P2,6.869605067,11.03635278,16.3,23.2,24.8,26.53,34,38.9301,44.1,49.28
Maldives,MDV,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,11.5,..,..,..,14.60000038,..,..,..,..
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,425.9107028,460.0055723,519.3143131,614.3157548,610.0541523,610.7906021,680.8279075,641.7938201,659.5201611,704.50744
Mali,MLI,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,6.381119979,12.27489738,19.8881407,26.17209427,32.89656779,53.19893999,75.06504419,98.37926527,129.0669372,149.0238884
Mali,MLI,Internet users (per 100 people),IT.NET.USER.P2,0.507063136,0.729627281,0.81,1.57,1.8,2,2.2,2.8,3.5,7
Mali,MLI,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,66,..,..,..,..,..,..,..,..
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,14834.43237,15705.34022,18356.96828,20895.7805,19636.00628,19694.08316,22347.70842,21176.30998,22776.19469,..
Malta,MLT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,78.11509185,83.24155512,88.03028855,91.64440727,99.81341872,107.2611822,122.3737909,124.4209424,129.7545011,126.9833963
Malta,MLT,Internet users (per 100 people),IT.NET.USER.P2,41.24,40.41,46.9,50.08,58.86,63,68.01982379,68.19987429,68.9138,73.17
Malta,MLT,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,2,2.099999905,1.799999952,1.799999952,1.399999976,1.299999952,1.100000024,1,1.200000048,1.200000048
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2645.981405,2758.382926,2878.464877,2925.900483,2907.631468,3124.343448,3290.029185,3502.260704,3602.853944,3529.748303
Marshall Islands,MHL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1.267816666,..,..,..,..,..,..,..,..,29.37163647
Marshall Islands,MHL,Internet users (per 100 people),IT.NET.USER.P2,3.878702398,3.795590214,3.95,4.6,5.6,7,10,12.5,14,16.8
Marshall Islands,MHL,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,7.199999809,11,..,..,..,..
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,692.5759654,937.9827017,1008.554705,1180.549514,1045.790408,1207.827457,1390.928622,1282.785101,1306.007652,1274.976949
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,23.69917779,32.74292687,42.46099968,61.11751406,62.06488083,76.9112489,89.52144655,106.0413193,102.5274559,94.19928487
Mauritania,MRT,Internet users (per 100 people),IT.NET.USER.P2,0.669966475,0.979661253,1.433613196,1.87,2.28,4,4.5,5,6.2,10.7
Mauritania,MRT,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,5116.039642,5455.06563,6285.78905,7749.318438,7082.2957,7772.100057,8984.629769,9113.640643,9479.86959,10016.64864
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,54.16012507,63.49227878,76.11805478,84.46575593,88.58099786,96.7692919,104.7930618,119.8654035,123.2398186,132.2498241
Mauritius,MUS,Internet users (per 100 people),IT.NET.USER.P2,15.17222875,16.7,20.22,21.81,22.51,28.33,34.95,35.42,39,41.44
Mauritius,MUS,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,10,9.600000381,9.100000381,..,..,..,7.599999905,7.5,8,8
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,7893.968234,8666.335353,9219.817783,9578.5707,7647.684747,8851.350514,9715.112596,9703.371017,10172.72255,10325.64607
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,42.56115672,49.40875353,58.62729509,65.49948112,71.45817512,77.51826326,79.24118294,83.35070827,84.81947943,82.54324957
Mexico,MEX,Internet users (per 100 people),IT.NET.USER.P2,17.21,19.52,20.81,21.71,26.34,31.05,37.17629541,39.75,43.46,44.39
Mexico,MEX,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,14.89999962,14.30000019,13.5,13.10000038,13.5,13.10000038,13.39999962,13.39999962,13.39999962,..
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2352.639409,2393.936412,2435.199848,2501.527682,2669.375054,2838.448547,2998.642197,3147.679202,3044.077373,3057.091025
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,13.27143637,17.61444278,26.10540739,26.31629313,26.4466307,26.55690559,26.68626238,30.18811355,30.31704797,..
"Micronesia, Fed. Sts.",FSM,Internet users (per 100 people),IT.NET.USER.P2,11.8813691,12.75033925,13.62113273,14.49,15.35,20,22.8,25.974423,27.8,29.65
"Micronesia, Fed. Sts.",FSM,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Middle East & North Africa (all income levels),MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,4375.474683,5018.790535,5838.68238,7140.130531,6233.319656,7108.7042,8346.396627,8815.428881,8702.827365,8377.016821
Middle East & North Africa (all income levels),MEA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.65162516,41.01747779,56.76405278,68.79413804,82.72177002,92.92326543,99.66948466,104.8890387,110.5943456,110.5742064
Middle East & North Africa (all income levels),MEA,Internet users (per 100 people),IT.NET.USER.P2,9.753068168,11.79240225,15.04136038,18.73683788,21.59770331,24.8526292,27.69676649,31.26995992,34.66955823,38.26142333
Middle East & North Africa (all income levels),MEA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,24.94178975,23.47681363,21.84549174,21.26857067,23.45493656,..,..,..,..
Middle East & North Africa (developing only),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2261.601192,2583.260239,3152.720441,3831.084819,3623.223727,4100.769719,4654.405978,4912.351779,4677.680543,4313.130524
Middle East & North Africa (developing only),MNA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.39163741,34.28350674,48.6185556,59.66262333,72.45628216,82.04816394,89.10250588,95.07101983,100.8013781,100.6916456
Middle East & North Africa (developing only),MNA,Internet users (per 100 people),IT.NET.USER.P2,8.539218727,9.912249749,11.84823861,14.96713748,17.67142463,20.61891636,22.76705108,25.79288297,28.97034166,32.66177507
Middle East & North Africa (developing only),MNA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,28.74321755,26.91937345,26.59730268,26.16462203,24.90295198,..,..,..,..
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1805.327434,2101.551418,2561.223526,3002.764672,2971.890999,3589.398278,4159.102957,4348.135617,4564.516481,4706.609704
Middle income,MIC,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,23.4465683,31.28015638,40.49170883,50.85335961,60.35397449,71.17768037,80.77947478,85.34510136,90.31967755,93.61288996
Middle income,MIC,Internet users (per 100 people),IT.NET.USER.P2,7.14987294,8.852018097,11.55574147,14.68625306,17.75877714,21.50787804,24.81037119,28.0004016,30.77790259,34.05230278
Middle income,MIC,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,26.79607956,..,..,..,..,24.67236634,..,..,..,..
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,831.2052862,950.6482044,1230.434685,1695.972811,1525.526119,1631.535832,1970.571373,2046.536787,2243.979662,2238.899885
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,28.92959183,36.55327717,51.2664194,66.64125769,59.27754616,71.38468703,90.80797013,101.9890274,106.0114063,107.9952216
Moldova,MDA,Internet users (per 100 people),IT.NET.USER.P2,14.63027046,19.62064771,20.45,23.39,27.5,32.3,38,43.37,45,46.6
Moldova,MDA,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,40.59999847,33.59999847,32.79999924,31.10000038,28.20000076,27.5,27.5,26.5,28.79999924,..
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,126599.4033,135629.6057,170472.2849,193648.1322,152877.3657,145221.1916,163351.6467,..,..,..
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,50.8489115,53.26602462,58.26407334,61.64882587,63.33645426,63.54729271,85.3144038,88.3339099,93.74322645,88.46477171
Monaco,MCO,Internet users (per 100 people),IT.NET.USER.P2,55.46482606,61.47603971,64.3776824,67.25,70.1,75,80.3,87,90.7,92.4
Monaco,MCO,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,998.8222994,1334.405712,1633.384335,2138.37674,1717.073137,2650.346885,3772.931547,4377.23887,4387.707056,4129.373548
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,22.05448482,30.27549174,46.03282072,66.96882523,84.16299837,92.54376943,106.8296923,120.6945936,124.1841263,105.0609857
Mongolia,MNG,Internet users (per 100 people),IT.NET.USER.P2,..,..,9,9.8,10,10.2,12.49999111,16.4,20,27
Mongolia,MNG,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,39.90000153,38.79999924,37.70000076,40.59999847,34.70000076,33.5,33,35,..,..
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,3674.52653,4383.595097,5957.145693,7325.703474,6698.079439,6682.281158,7318.74469,6586.721279,7186.429787,7378.46395
Montenegro,MNE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,88.21084083,104.3490032,145.678213,187.1872419,208.9361132,188.6859395,186.7595594,159.539416,159.9499825,163.0293689
Montenegro,MNE,Internet users (per 100 people),IT.NET.USER.P2,27.1,28.9,30.8,32.9,35.1,37.5,35.61154125,56.83878255,60.31,61
Montenegro,MNE,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,8.600000381,..,8.699999809,7.599999905,6.5,6.199999809,5.599999905,5.699999809,4.5,5.699999809
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1931.761064,2107.896017,2510.976204,2905.95268,2883.850677,2857.673414,3066.503158,2931.4002,3156.17515,3190.310444
Morocco,MAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.13733424,52.6556339,65.31204171,73.70564595,80.92564452,101.074253,114.019338,119.9722162,128.5252097,131.713056
Morocco,MAR,Internet users (per 100 people),IT.NET.USER.P2,15.08444452,19.77119157,21.5,33.1,41.3,52,46.1074826,55.41605319,56,56.8
Morocco,MAR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,45.40000153,43.29999924,42.09999847,40.90000153,40.5,40.20000076,39.79999924,39.20000076,..,..
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,365.5968499,382.3779583,418.9129864,499.8870858,461.4252187,417.5012315,524.8914529,564.8124631,605.2344447,585.6226826
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,7.158096552,10.83653425,13.89078923,19.3520095,25.55872869,30.14184555,31.95650185,34.93571402,48.00421557,69.67187332
Mozambique,MOZ,Internet users (per 100 people),IT.NET.USER.P2,0.854357118,0.842954488,0.91,1.56,2.68,4.17,4.3,4.8491,5.4,5.94
Mozambique,MOZ,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,1421.497351,1106.983824,1203.844663
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,0.256471471,0.424185551,0.487204548,0.717919003,0.974001217,1.143820373,2.375550859,7.064027247,12.82858801,49.47175818
Myanmar,MMR,Internet users (per 100 people),IT.NET.USER.P2,0.065238856,0.182048331,0.217128445,0.22,0.22,0.25,0.98,1.0691,1.6,2.1
Myanmar,MMR,Employment in agriculture (% of total employment),SL.AGR.EMPL.ZS,..,..,..,..,..,..,..,..,..,..
